drone_id,latitude,longitude,altitude,speed,battery,packet_sequence,speed_alt_ratio,battery_drain_rate,attack_type,is_anomaly
drone_10,34.066724,-118.238893,215.06,6.26,78.13,62,0.029,21.87,NORMAL,0
drone_10,34.052325,-118.251443,3.39,1.78,7.78,1807,0.4055,92.22,JAMMING,1
drone_1,34.034702,-118.258227,169.67,23.36,73.68,1496,0.1369,26.32,NORMAL,0
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_2,34.323396,-117.849443,298.4,144.53,40.9,1502,0.4827,59.1,GPS_SPOOFING,1
drone_2,34.060976,-118.262426,197.88,42.83,44.2,79316,0.2154,55.8,DOS,1
drone_6,34.061908,-118.232604,194.18,35.19,64.13,25810,0.1803,35.87,DOS,1
drone_5,34.064874,-118.238402,175.55,21.93,66.4,965,0.1242,33.6,NORMAL,0
drone_1,34.066048,-118.239639,72.08,14.54,85.39,281,0.199,14.61,NORMAL,0
drone_5,34.047362,-118.243548,103.75,55.86,43.28,57860,0.5333,56.72,DOS,1
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_2,34.039342,-118.255952,230.9,7.23,79.92,764,0.0312,20.08,NORMAL,0
drone_9,34.033063,-118.25066,231.53,24.7,68.75,917,0.1062,31.25,NORMAL,0
drone_10,34.038002,-118.254265,147.93,11.0,78.3,1342,0.0739,21.7,NORMAL,0
drone_5,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.066228,-118.26019,71.75,23.92,73.92,505,0.3288,26.08,NORMAL,0
drone_8,34.043738,-118.262759,116.73,22.19,61.95,1204,0.1885,38.05,NORMAL,0
drone_1,34.067266,-118.247171,104.47,5.6,93.17,384,0.0531,6.83,NORMAL,0
drone_9,34.070353,-118.229991,115.81,5.3,88.79,527,0.0454,11.21,NORMAL,0
drone_8,34.060125,-118.244813,5.82,0.44,14.29,1887,0.0645,85.71,JAMMING,1
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_8,34.032311,-118.250825,162.89,10.12,83.47,785,0.0617,16.53,NORMAL,0
drone_4,34.040329,-118.229403,292.98,6.53,87.29,545,0.0222,12.71,NORMAL,0
drone_5,34.062196,-118.244644,12.02,0.91,5.78,1932,0.0699,94.22,JAMMING,1
drone_6,34.042316,-118.238413,180.44,48.86,67.02,70799,0.2693,32.98,DOS,1
drone_2,34.058582,-118.234591,55.02,7.97,82.62,671,0.1423,17.38,NORMAL,0
drone_9,34.033646,-118.225678,60.89,11.83,70.27,240,0.1911,29.73,NORMAL,0
drone_6,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.03483,-118.261647,248.45,15.48,86.64,769,0.0621,13.36,NORMAL,0
drone_8,34.044726,-118.250497,59.09,18.61,69.78,179,0.3097,30.22,NORMAL,0
drone_4,34.039889,-118.239158,132.98,44.69,28.85,17906,0.3336,71.15,DOS,1
drone_8,34.03826,-118.262419,98.16,10.66,65.14,1153,0.1075,34.86,NORMAL,0
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_1,34.063233,-118.26166,274.63,11.4,68.3,425,0.0414,31.7,NORMAL,0
drone_2,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_1,34.043117,-118.251946,3.72,1.14,1.63,1785,0.2415,98.37,JAMMING,1
drone_8,34.471564,-117.822545,335.4,124.91,87.43,1582,0.3713,12.57,GPS_SPOOFING,1
drone_1,34.039812,-118.224402,83.91,12.34,61.46,376,0.1453,38.54,NORMAL,0
drone_9,34.059353,-118.253875,169.76,15.67,64.26,1075,0.0918,35.74,NORMAL,0
drone_10,34.059615,-118.258756,87.19,11.52,92.8,572,0.1306,7.2,NORMAL,0
drone_9,34.033257,-118.228923,189.15,6.89,95.5,817,0.0362,4.5,NORMAL,0
drone_7,34.049794,-118.228121,233.44,14.05,68.46,1313,0.0599,31.54,NORMAL,0
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_6,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_1,34.044864,-118.228511,151.9,13.98,99.14,1495,0.0914,0.86,NORMAL,0
drone_3,34.060153,-118.229296,279.91,5.08,99.14,1006,0.0181,0.86,NORMAL,0
drone_2,34.035815,-118.239211,167.18,18.09,70.15,1344,0.1076,29.85,NORMAL,0
drone_6,34.055596,-118.225694,248.36,13.47,98.57,32,0.054,1.43,NORMAL,0
drone_4,34.521434,-117.976538,294.96,89.55,79.63,1715,0.3026,20.37,GPS_SPOOFING,1
drone_4,34.040044,-118.248696,275.31,23.84,65.35,1209,0.0863,34.65,NORMAL,0
drone_9,34.050501,-118.226039,192.05,16.78,61.24,127,0.0869,38.76,NORMAL,0
drone_10,34.054021,-118.231402,135.44,21.22,70.15,1137,0.1555,29.85,NORMAL,0
drone_3,34.066556,-118.250695,74.44,23.72,74.91,780,0.3144,25.09,NORMAL,0
drone_10,34.069768,-118.24026,299.7,20.6,61.06,409,0.0685,38.94,NORMAL,0
drone_10,34.04746,-118.248111,265.22,15.55,67.56,307,0.0584,32.44,NORMAL,0
drone_2,34.05246,-118.223982,295.9,8.84,84.86,716,0.0298,15.14,NORMAL,0
drone_2,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_6,34.06328,-118.251797,294.86,23.26,70.17,1389,0.0786,29.83,NORMAL,0
drone_3,34.05342,-118.240148,11.77,0.81,2.84,1766,0.0634,97.16,JAMMING,1
drone_7,34.046548,-118.235026,241.0,10.69,80.17,1196,0.0442,19.83,NORMAL,0
drone_3,34.063876,-118.25715,287.5,23.37,82.48,479,0.081,17.52,NORMAL,0
drone_8,34.03714,-118.252891,108.58,5.78,96.84,1022,0.0527,3.16,NORMAL,0
drone_1,34.28876,-117.837874,187.79,157.92,74.41,1558,0.8365,25.59,GPS_SPOOFING,1
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.054039,-118.241327,56.69,5.66,80.24,318,0.0981,19.76,NORMAL,0
drone_3,34.068622,-118.255889,254.49,18.08,66.72,880,0.0708,33.28,NORMAL,0
drone_4,34.042831,-118.233212,107.5,15.78,66.98,587,0.1454,33.02,NORMAL,0
drone_4,34.033082,-118.249197,286.0,18.52,74.46,1431,0.0645,25.54,NORMAL,0
drone_2,34.063355,-118.24226,104.89,19.77,71.89,839,0.1867,28.11,NORMAL,0
drone_4,34.427316,-117.895528,235.88,152.38,83.99,1524,0.6433,16.01,GPS_SPOOFING,1
drone_10,34.04449,-118.230808,283.75,5.22,68.8,804,0.0183,31.2,NORMAL,0
drone_4,34.057152,-118.247379,164.87,41.51,29.66,84623,0.2503,70.34,DOS,1
drone_5,34.0497,-118.249071,249.35,13.9,97.39,1484,0.0555,2.61,NORMAL,0
drone_4,34.03379,-118.25681,187.13,46.36,37.14,55653,0.2464,62.86,DOS,1
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.0442,-118.241278,250.3,16.9,60.32,304,0.0673,39.68,NORMAL,0
drone_6,34.049466,-118.238523,5.22,1.69,4.26,1889,0.2717,95.74,JAMMING,1
drone_9,34.033707,-118.231694,174.22,11.87,76.24,1129,0.0677,23.76,NORMAL,0
drone_5,34.366153,-117.907661,171.62,152.91,78.41,1687,0.8858,21.59,GPS_SPOOFING,1
drone_9,34.486892,-118.134877,237.61,118.4,52.38,1650,0.4962,47.62,GPS_SPOOFING,1
drone_10,34.035574,-118.228028,294.49,21.97,96.76,432,0.0744,3.24,NORMAL,0
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_8,34.040231,-118.234972,156.46,5.73,94.01,95,0.0364,5.99,NORMAL,0
drone_4,34.067814,-118.233937,191.16,46.75,39.02,75209,0.2433,60.98,DOS,1
drone_6,34.063434,-118.244057,104.31,47.11,68.3,66508,0.4473,31.7,DOS,1
drone_9,34.053939,-118.242174,59.77,5.07,88.51,1100,0.0834,11.49,NORMAL,0
drone_7,34.071273,-118.239415,246.05,17.73,74.37,75,0.0718,25.63,NORMAL,0
drone_7,34.038904,-118.247134,154.02,53.71,50.43,54753,0.3465,49.57,DOS,1
drone_7,34.070494,-118.259831,66.24,12.41,97.62,47,0.1846,2.38,NORMAL,0
drone_8,34.036975,-118.260182,186.81,12.87,79.7,1124,0.0685,20.3,NORMAL,0
drone_9,34.045116,-118.238523,8.43,0.21,13.81,1806,0.0223,86.19,JAMMING,1
drone_5,34.064607,-118.236362,114.18,5.5,93.15,1217,0.0478,6.85,NORMAL,0
drone_8,34.037918,-118.242213,73.3,22.56,62.82,836,0.3036,37.18,NORMAL,0
drone_2,34.05289,-118.243466,99.15,15.11,62.89,825,0.1509,37.11,NORMAL,0
drone_1,34.059784,-118.2467,279.49,14.27,97.99,1116,0.0509,2.01,NORMAL,0
drone_8,34.034271,-118.23407,183.02,11.9,63.21,1405,0.0647,36.79,NORMAL,0
drone_2,34.06915,-118.252872,130.91,23.29,90.39,295,0.1766,9.61,NORMAL,0
drone_1,34.043192,-118.236728,153.63,47.66,40.42,57934,0.3082,59.58,DOS,1
drone_3,34.069787,-118.263535,139.3,12.61,70.48,1475,0.0899,29.52,NORMAL,0
drone_5,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_6,34.062328,-118.24186,161.77,17.71,68.02,226,0.1088,31.98,NORMAL,0
drone_2,34.035957,-118.249999,194.69,52.09,34.8,38669,0.2662,65.2,DOS,1
drone_4,34.052326,-118.263095,169.91,7.6,60.29,25,0.0445,39.71,NORMAL,0
drone_2,34.065797,-118.261512,273.11,19.84,81.56,890,0.0724,18.44,NORMAL,0
drone_8,34.051235,-118.236506,10.95,0.81,12.3,1853,0.0678,87.7,JAMMING,1
drone_10,34.063757,-118.225224,70.53,47.89,43.46,54614,0.6695,56.54,DOS,1
drone_7,34.057111,-118.235937,273.81,6.1,92.26,470,0.0222,7.74,NORMAL,0
drone_7,34.033207,-118.248797,168.37,6.46,89.01,1312,0.0381,10.99,NORMAL,0
drone_1,34.037974,-118.231477,212.13,15.75,84.97,1411,0.0739,15.03,NORMAL,0
drone_3,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_1,34.053738,-118.223916,142.19,41.98,56.65,72634,0.2932,43.35,DOS,1
drone_2,34.054322,-118.224905,173.06,22.76,91.26,20,0.1308,8.74,NORMAL,0
drone_9,34.300969,-117.76802,223.97,81.32,54.04,1551,0.3615,45.96,GPS_SPOOFING,1
drone_6,34.040184,-118.255305,283.86,7.43,84.04,217,0.0261,15.96,NORMAL,0
drone_5,34.055268,-118.247353,100.04,21.78,76.77,604,0.2156,23.23,NORMAL,0
drone_3,34.041948,-118.254744,70.03,53.16,28.74,38454,0.7484,71.26,DOS,1
drone_4,34.044024,-118.229868,189.37,55.45,50.23,45628,0.2913,49.77,DOS,1
drone_1,34.060762,-118.23856,227.87,14.78,96.56,692,0.0646,3.44,NORMAL,0
drone_10,34.51675,-118.102807,149.39,114.26,57.59,1644,0.7598,42.41,GPS_SPOOFING,1
drone_5,34.063746,-118.246519,249.94,21.25,67.14,221,0.0847,32.86,NORMAL,0
drone_1,34.048141,-118.233687,80.78,22.46,63.9,85,0.2746,36.1,NORMAL,0
drone_8,34.043902,-118.245503,9.73,0.43,10.36,1899,0.0401,89.64,JAMMING,1
drone_10,34.049424,-118.242238,93.83,12.59,74.55,105,0.1328,25.45,NORMAL,0
drone_7,34.045736,-118.236619,259.95,10.04,62.88,754,0.0385,37.12,NORMAL,0
drone_1,34.066087,-118.228652,157.41,8.59,73.83,161,0.0542,26.17,NORMAL,0
drone_3,34.06738,-118.242694,83.9,22.5,91.39,1253,0.265,8.61,NORMAL,0
drone_10,34.063302,-118.243307,137.53,20.05,92.4,912,0.1447,7.6,NORMAL,0
drone_5,34.039279,-118.235154,155.79,39.35,26.54,46657,0.251,73.46,DOS,1
drone_3,34.071963,-118.262793,85.38,46.94,37.37,57965,0.5434,62.63,DOS,1
drone_1,34.324991,-117.911923,322.36,135.7,63.45,1507,0.4197,36.55,GPS_SPOOFING,1
drone_1,34.056358,-118.254426,61.75,11.25,88.95,457,0.1793,11.05,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.061556,-118.231658,91.05,22.27,78.6,1254,0.2419,21.4,NORMAL,0
drone_7,34.055171,-118.228174,77.06,53.66,51.13,40124,0.6874,48.87,DOS,1
drone_3,34.047139,-118.253698,5.43,1.4,10.0,1837,0.2177,90.0,JAMMING,1
drone_4,34.069205,-118.250065,275.06,8.82,82.0,946,0.0319,18.0,NORMAL,0
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_1,34.048283,-118.232764,213.65,23.33,67.55,556,0.1087,32.45,NORMAL,0
drone_7,34.053594,-118.25629,269.6,12.54,69.45,90,0.0463,30.55,NORMAL,0
drone_5,34.058321,-118.257265,246.14,14.67,98.7,1140,0.0594,1.3,NORMAL,0
drone_4,34.049357,-118.2594,238.25,9.18,62.07,1423,0.0384,37.93,NORMAL,0
drone_6,34.047176,-118.243069,96.79,46.0,52.92,61616,0.4704,47.08,DOS,1
drone_5,34.064857,-118.224503,240.9,14.04,97.52,344,0.058,2.48,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.043564,-118.25496,112.56,21.78,75.91,1099,0.1918,24.09,NORMAL,0
drone_6,34.041732,-118.228671,299.3,10.53,63.82,474,0.0351,36.18,NORMAL,0
drone_10,34.060032,-118.23756,7.36,0.96,4.15,1762,0.1148,95.85,JAMMING,1
drone_9,34.047643,-118.242536,0.8,0.39,3.81,1942,0.2167,96.19,JAMMING,1
drone_10,34.244249,-117.940789,174.92,109.16,48.44,1701,0.6205,51.56,GPS_SPOOFING,1
drone_6,34.052677,-118.252916,117.42,36.94,52.52,53080,0.3119,47.48,DOS,1
drone_10,34.058408,-118.226714,283.29,7.1,65.87,1407,0.025,34.13,NORMAL,0
drone_10,34.037136,-118.229306,280.98,18.37,82.64,440,0.0651,17.36,NORMAL,0
drone_5,34.0636,-118.24256,231.0,13.0,75.51,373,0.056,24.49,NORMAL,0
drone_9,34.416034,-117.992085,127.1,141.1,66.13,1729,1.1015,33.87,GPS_SPOOFING,1
drone_3,34.053602,-118.23786,12.73,0.22,12.73,1986,0.016,87.27,JAMMING,1
drone_4,34.061882,-118.227626,147.23,6.52,78.64,231,0.044,21.36,NORMAL,0
drone_3,34.033931,-118.263697,186.22,22.21,88.0,359,0.1186,12.0,NORMAL,0
drone_5,34.056881,-118.262155,288.92,23.68,97.31,290,0.0817,2.69,NORMAL,0
drone_1,34.049911,-118.255202,181.24,20.98,76.4,679,0.1151,23.6,NORMAL,0
drone_6,34.057923,-118.245761,232.44,15.67,60.2,970,0.0671,39.8,NORMAL,0
drone_2,34.0642,-118.236703,181.05,6.27,66.99,214,0.0344,33.01,NORMAL,0
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_2,34.063256,-118.258413,165.55,21.79,95.59,627,0.1308,4.41,NORMAL,0
drone_4,34.036967,-118.230465,261.86,15.15,89.72,812,0.0576,10.28,NORMAL,0
drone_1,34.045557,-118.235852,225.17,17.0,67.98,635,0.0752,32.02,NORMAL,0
drone_5,34.0396,-118.251697,195.12,16.3,96.22,216,0.0831,3.78,NORMAL,0
drone_7,34.045012,-118.256543,119.5,35.06,38.36,83513,0.291,61.64,DOS,1
drone_2,34.051081,-118.229303,146.5,7.98,95.14,1500,0.0541,4.86,NORMAL,0
drone_4,34.067321,-118.259669,252.82,21.78,98.48,58,0.0858,1.52,NORMAL,0
drone_2,34.060946,-118.24704,11.39,1.43,5.33,1918,0.1154,94.67,JAMMING,1
drone_6,34.050084,-118.246903,53.88,8.62,84.72,475,0.1571,15.28,NORMAL,0
drone_6,34.059885,-118.2404,158.37,33.8,44.16,83088,0.2121,55.84,DOS,1
drone_7,34.334364,-118.120439,399.06,115.67,75.47,1510,0.2891,24.53,GPS_SPOOFING,1
drone_8,34.391869,-117.810014,311.22,125.6,50.9,1592,0.4023,49.1,GPS_SPOOFING,1
drone_2,34.069888,-118.255121,177.45,56.49,55.42,80982,0.3166,44.58,DOS,1
drone_2,34.037729,-118.255224,247.2,16.9,90.36,674,0.0681,9.64,NORMAL,0
drone_5,34.060759,-118.258611,153.71,48.86,42.96,21903,0.3158,57.04,DOS,1
drone_10,34.060252,-118.258782,190.84,11.88,82.63,1117,0.0619,17.37,NORMAL,0
drone_2,34.070542,-118.256671,108.38,18.32,74.26,270,0.1675,25.74,NORMAL,0
drone_6,34.308598,-117.823608,193.19,89.14,74.99,1515,0.459,25.01,GPS_SPOOFING,1
drone_2,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.410816,-117.919917,382.87,108.02,85.58,1703,0.2814,14.42,GPS_SPOOFING,1
drone_3,34.037801,-118.25609,242.95,5.16,71.92,208,0.0212,28.08,NORMAL,0
drone_4,34.054897,-118.236869,3.34,0.78,5.76,1971,0.1797,94.24,JAMMING,1
drone_9,34.058463,-118.253437,259.04,14.29,95.69,838,0.055,4.31,NORMAL,0
drone_10,34.061555,-118.232488,111.42,22.53,88.39,350,0.2004,11.61,NORMAL,0
drone_8,34.052265,-118.233527,92.33,51.23,26.88,26408,0.5489,73.12,DOS,1
drone_1,34.467218,-117.989523,273.29,138.91,52.74,1564,0.5064,47.26,GPS_SPOOFING,1
drone_9,34.043425,-118.237029,138.2,17.07,67.85,1021,0.1226,32.15,NORMAL,0
drone_9,34.059898,-118.247993,66.44,18.75,97.85,67,0.278,2.15,NORMAL,0
drone_7,34.049246,-118.246365,137.75,18.39,83.11,689,0.1325,16.89,NORMAL,0
drone_5,34.062867,-118.228981,157.98,34.37,26.94,58406,0.2162,73.06,DOS,1
drone_6,34.052658,-118.248628,133.0,6.63,95.82,650,0.0495,4.18,NORMAL,0
drone_7,34.05139,-118.242012,13.78,0.09,6.07,1996,0.0061,93.93,JAMMING,1
drone_2,34.063992,-118.253227,182.34,13.15,81.93,1483,0.0717,18.07,NORMAL,0
drone_9,34.053781,-118.230223,125.43,18.71,74.89,1038,0.148,25.11,NORMAL,0
drone_1,34.041367,-118.261035,56.31,23.9,73.91,657,0.417,26.09,NORMAL,0
drone_2,34.069355,-118.234756,85.25,21.34,81.12,1327,0.2474,18.88,NORMAL,0
drone_10,34.064931,-118.250941,103.94,8.37,81.72,16,0.0798,18.28,NORMAL,0
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.058433,-118.234463,198.63,23.03,92.52,196,0.1154,7.48,NORMAL,0
drone_5,34.050488,-118.250168,2.17,1.28,11.26,1967,0.4038,88.74,JAMMING,1
drone_2,34.03561,-118.252714,235.87,5.62,71.65,1228,0.0237,28.35,NORMAL,0
drone_1,34.044381,-118.228927,114.14,7.06,66.78,79,0.0613,33.22,NORMAL,0
drone_10,34.064862,-118.242542,146.01,8.86,65.08,1146,0.0603,34.92,NORMAL,0
drone_3,34.036332,-118.238827,54.78,17.53,79.25,1471,0.3143,20.75,NORMAL,0
drone_6,34.032589,-118.259933,263.59,13.98,62.89,1212,0.0528,37.11,NORMAL,0
drone_5,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_2,34.061175,-118.251591,98.51,40.89,49.53,60094,0.4109,50.47,DOS,1
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.054829,-118.23289,100.31,8.6,98.72,1473,0.0849,1.28,NORMAL,0
drone_3,34.038539,-118.258769,286.13,18.53,79.7,243,0.0645,20.3,NORMAL,0
drone_4,34.043875,-118.250703,143.18,14.36,60.38,200,0.0996,39.62,NORMAL,0
drone_2,34.042094,-118.231614,124.22,12.18,66.15,757,0.0973,33.85,NORMAL,0
drone_5,34.057933,-118.225146,70.8,16.38,74.98,779,0.2281,25.02,NORMAL,0
drone_3,34.054506,-118.227958,90.83,12.99,87.22,473,0.1415,12.78,NORMAL,0
drone_9,34.051992,-118.241602,139.92,7.92,83.31,1477,0.0562,16.69,NORMAL,0
drone_4,34.054552,-118.236982,278.36,23.13,85.85,6,0.0828,14.15,NORMAL,0
drone_9,34.060758,-118.240619,56.15,51.97,31.6,17530,0.9094,68.4,DOS,1
drone_6,34.043489,-118.261813,192.8,36.66,67.51,74019,0.1892,32.49,DOS,1
drone_10,34.036323,-118.241845,153.17,32.5,44.63,62450,0.2108,55.37,DOS,1
drone_6,34.059805,-118.228109,161.08,18.35,95.39,1126,0.1132,4.61,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.063433,-118.256685,76.26,21.18,81.84,991,0.2741,18.16,NORMAL,0
drone_5,34.061579,-118.258839,197.24,18.86,76.68,1319,0.0951,23.32,NORMAL,0
drone_5,34.035268,-118.251881,251.45,9.57,85.03,801,0.0379,14.97,NORMAL,0
drone_7,34.044539,-118.262598,132.47,11.86,89.16,718,0.0889,10.84,NORMAL,0
drone_6,34.051857,-118.256841,83.76,5.74,77.09,1375,0.0677,22.91,NORMAL,0
drone_8,34.044557,-118.239337,238.96,24.67,81.65,92,0.1028,18.35,NORMAL,0
drone_9,34.047319,-118.229444,173.14,7.22,83.95,551,0.0415,16.05,NORMAL,0
drone_5,34.047372,-118.238464,162.03,18.21,73.92,834,0.1117,26.08,NORMAL,0
drone_1,34.054848,-118.251057,117.97,14.09,89.32,1332,0.1184,10.68,NORMAL,0
drone_5,34.068599,-118.233261,86.64,41.11,50.78,34301,0.4691,49.22,DOS,1
drone_4,34.066211,-118.228691,94.69,17.29,92.13,925,0.1807,7.87,NORMAL,0
drone_4,34.063736,-118.239016,158.42,8.82,60.44,640,0.0553,39.56,NORMAL,0
drone_1,34.054016,-118.253178,122.23,7.08,61.81,1469,0.0575,38.19,NORMAL,0
drone_3,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_1,34.07129,-118.263407,298.97,11.65,83.72,967,0.0388,16.28,NORMAL,0
drone_9,34.068461,-118.263682,239.22,5.08,81.12,1315,0.0211,18.88,NORMAL,0
drone_6,34.065913,-118.255745,57.53,58.88,40.03,87554,1.006,59.97,DOS,1
drone_3,34.047623,-118.243112,1.98,1.81,11.32,1787,0.6074,88.68,JAMMING,1
drone_9,34.041983,-118.225855,231.86,15.88,66.02,257,0.0682,33.98,NORMAL,0
drone_5,34.065503,-118.243004,76.79,6.46,64.78,664,0.083,35.22,NORMAL,0
drone_7,34.043237,-118.228333,269.57,6.59,82.79,61,0.0244,17.21,NORMAL,0
drone_1,34.035839,-118.228399,55.71,33.34,56.54,23156,0.5879,43.46,DOS,1
drone_10,34.062651,-118.233523,280.38,21.34,62.99,820,0.0758,37.01,NORMAL,0
drone_10,34.043744,-118.244224,6.35,0.29,6.34,1907,0.0395,93.66,JAMMING,1
drone_7,34.542148,-117.957548,332.62,153.38,57.82,1710,0.4597,42.18,GPS_SPOOFING,1
drone_6,34.059313,-118.232954,202.5,16.44,81.12,907,0.0808,18.88,NORMAL,0
drone_1,34.035825,-118.228971,196.54,7.67,78.36,715,0.0388,21.64,NORMAL,0
drone_1,34.048269,-118.236377,14.63,0.3,6.9,1848,0.0192,93.1,JAMMING,1
drone_4,34.043842,-118.240483,224.51,19.34,90.1,364,0.0858,9.9,NORMAL,0
drone_10,34.038869,-118.227705,166.47,46.7,34.58,49428,0.2789,65.42,DOS,1
drone_8,34.157087,-117.824864,224.37,152.61,71.2,1567,0.6772,28.8,GPS_SPOOFING,1
drone_7,34.043813,-118.263491,167.26,16.61,76.56,956,0.0987,23.44,NORMAL,0
drone_1,34.056111,-118.243176,12.88,1.07,12.18,1764,0.0771,87.82,JAMMING,1
drone_10,34.047996,-118.249507,252.21,16.27,63.54,459,0.0643,36.46,NORMAL,0
drone_6,34.054058,-118.22744,83.95,55.05,32.78,41634,0.648,67.22,DOS,1
drone_2,34.054483,-118.236196,1.04,1.59,12.33,1866,0.7794,87.67,JAMMING,1
drone_1,34.063837,-118.26299,180.06,22.01,71.33,617,0.1216,28.67,NORMAL,0
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.046717,-118.255975,259.26,5.78,98.38,534,0.0222,1.62,NORMAL,0
drone_2,34.063626,-118.262237,273.02,21.75,81.91,915,0.0794,18.09,NORMAL,0
drone_5,34.064211,-118.239677,136.2,24.05,91.07,1187,0.1753,8.93,NORMAL,0
drone_1,34.070618,-118.225566,181.52,5.94,97.14,1242,0.0325,2.86,NORMAL,0
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_6,34.037145,-118.261339,151.33,23.23,92.0,607,0.1525,8.0,NORMAL,0
drone_7,34.058289,-118.229559,63.57,47.93,60.24,63386,0.7423,39.76,DOS,1
drone_9,34.205765,-118.082343,142.83,95.73,45.97,1624,0.6656,54.03,GPS_SPOOFING,1
drone_6,34.053711,-118.246032,101.13,5.51,88.35,234,0.054,11.65,NORMAL,0
drone_4,34.067861,-118.263057,168.51,48.99,44.52,88779,0.289,55.48,DOS,1
drone_10,34.033962,-118.225786,115.11,19.57,95.8,883,0.1685,4.2,NORMAL,0
drone_6,34.057725,-118.261505,104.82,17.56,79.36,80,0.1659,20.64,NORMAL,0
drone_1,34.069997,-118.23783,254.39,18.85,72.81,464,0.0738,27.19,NORMAL,0
drone_10,34.054589,-118.256465,164.19,37.78,38.19,77379,0.2287,61.81,DOS,1
drone_9,34.071529,-118.247462,118.88,51.9,23.89,34389,0.4329,76.11,DOS,1
drone_1,34.071797,-118.241116,190.97,24.06,79.7,1215,0.1253,20.3,NORMAL,0
drone_8,34.066387,-118.238797,234.23,21.09,94.84,508,0.0897,5.16,NORMAL,0
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.395122,-118.014617,317.7,132.66,68.5,1662,0.4163,31.5,GPS_SPOOFING,1
drone_3,34.048356,-118.23456,12.76,1.3,13.4,1937,0.0945,86.6,JAMMING,1
drone_3,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.043641,-118.242762,76.7,54.0,66.84,40465,0.695,33.16,DOS,1
drone_6,34.071016,-118.229088,127.41,51.31,54.6,26523,0.3996,45.4,DOS,1
drone_6,34.041229,-118.22378,69.3,17.81,86.56,895,0.2533,13.44,NORMAL,0
drone_3,34.04595,-118.258908,146.56,56.97,32.72,89794,0.3861,67.28,DOS,1
drone_1,34.032573,-118.254829,86.44,6.83,90.04,1373,0.0781,9.96,NORMAL,0
